Symbol,Name,LastSale,MarketCap,Sector,industry
SLCT,"Select Bancorp, Inc.",11.83,$137.97M,Finance,Major Banks
SIR,Select Income REIT,25.7,$2.3B,Consumer Services,Real Estate Investment Trusts
SELB,"Selecta Biosciences, Inc.",10.39,$232.08M,Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",59.25,$3.46B,Finance,Property-Casualty Insurers
LEDS,SemiLEDS Corporation,5.52,$19.56M,Technology,Semiconductors
SMTC,Semtech Corporation,40.55,$2.68B,Technology,Semiconductors
SENEA,Seneca Foods Corp.,31.95,$311.82M,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,33.5,$326.95M,Consumer Non-Durables,Packaged Foods
SNES,"SenesTech, Inc.",0.9,$9.35M,Basic Industries,Agricultural Chemicals
SNH,Senior Housing Properties Trust,19.385,$4.61B,Consumer Services,Real Estate Investment Trusts
SNHNI,Senior Housing Properties Trust,25.2056,n/a,Consumer Services,Real Estate Investment Trusts
SNHNL,Senior Housing Properties Trust,26.75,n/a,Consumer Services,Real Estate Investment Trusts
SNMX,"Senomyx, Inc.",1.59,$75.98M,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SRTS,"Sensus Healthcare, Inc.",5.58,$75.27M,Health Care,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",0.77,n/a,Health Care,Medical/Dental Instruments
STNLU,Sentinel Energy Services Inc.,10.03,n/a,Finance,Business Services
SQBG,"Sequential Brands Group, Inc.",1.72,$108.62M,Consumer Non-Durables,Apparel
MCRB,"Seres Therapeutics, Inc.",9.54,$386.66M,Health Care,Major Pharmaceuticals
SREV,"ServiceSource International, Inc.",3.04,$274.07M,Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",40.29,$2.13B,Finance,Major Banks
SSC,"Seven Stars Cloud Group, Inc.",3.14,$195.53M,Consumer Services,Television Services
SVBI,Severn Bancorp Inc,7.05,$86.33M,Finance,Major Banks
SGBX,"SG Blocks, Inc.",5.29,$22.52M,Consumer Services,RETAIL: Building Materials
SGOC,"SGOCO Group, Ltd",1.3,$13.17M,Technology,Radio And Television Broadcasting And Communications Equipment
SMED,Sharps Compliance Corp,4.21,$67.4M,Basic Industries,Environmental Services
SHSP,"SharpSpring, Inc.",4.35,$36.69M,Technology,EDP Services
SHEN,Shenandoah Telecommunications Co,37.1,$1.83B,Public Utilities,Telecommunications Equipment
PIXY,"ShiftPixy, Inc.",3.01,$85.91M,Technology,Diversified Commercial Services
SHLO,"Shiloh Industries, Inc.",8.73,$201.87M,Capital Goods,Industrial Specialties
TYHT,"Shineco, Inc.",2.77,$58.26M,Consumer Non-Durables,Farming/Seeds/Milling
SHPG,Shire plc,147.82,$44.77B,Health Care,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",26.72,$454.77M,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,17.02,$215.95M,Finance,Major Banks
SSTI,"ShotSpotter, Inc.",14.38,$138.72M,Technology,Computer Software: Prepackaged Software
SFLY,"Shutterfly, Inc.",43.2,$1.42B,Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",14.55,$177.97M,Finance,Savings Institutions
SIEB,Siebert Financial Corp.,3.86,$85.25M,Finance,Investment Bankers/Brokers/Service
SNNA,"Sienna Biopharmaceuticals, Inc.",19.21,$394.55M,Health Care,Major Pharmaceuticals
SIEN,"Sientra, Inc.",14.29,$277.16M,Health Care,Industrial Specialties
BSRR,Sierra Bancorp,25.82,$392.95M,Finance,Major Banks
SRRA,"Sierra Oncology, Inc.",2.58,$134.92M,Health Care,Major Pharmaceuticals
SWIR,"Sierra Wireless, Inc.",20.75,$668.56M,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,1.6,$285.65M,Technology,"Computer Software: Programming, Data Processing"
SIGM,"Sigma Designs, Inc.",6.1,$234.95M,Technology,Semiconductors
SGLB,"Sigma Labs, Inc.",1.8801,$8.87M,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",0.53,n/a,Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",9.9529,$41.81M,Technology,Electrical Products
SBNY,Signature Bank,129.57,$7.12B,Finance,Major Banks
SBNYW,Signature Bank,96.07,n/a,Finance,Major Banks
SLGN,Silgan Holdings Inc.,28.43,$3.14B,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,75.93,$565.34M,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",94.9,$4.04B,Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,49.45,$1.75B,Technology,Semiconductors
SPIL,"Siliconware Precision Industries Company, Ltd.",8.36,$5.21B,Technology,Semiconductors
SRUN,Silver Run Acquisition Corporation II,9.94,$1.29B,Finance,Business Services
SRUNU,Silver Run Acquisition Corporation II,10.4372,n/a,Finance,Business Services
SRUNW,Silver Run Acquisition Corporation II,1.55,n/a,Finance,Business Services
SAMG,Silvercrest Asset Management Group Inc.,15.05,$198.68M,Finance,Investment Managers
SSNT,"SilverSun Technologies, Inc.",4.1688,$18.72M,Miscellaneous,Business Services
SFNC,Simmons First National Corporation,55.95,$2.57B,Finance,Major Banks
SLP,"Simulations Plus, Inc.",16.15,$279.15M,Technology,EDP Services
SINA,Sina Corporation,109.22,$7.81B,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",33.1,$3.37B,Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",2.68,$27.97M,Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",7.965,$454.16M,Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,5.44,$25B,Consumer Services,Broadcasting
SITO,"SITO Mobile, Ltd.",6.91,$152.21M,Miscellaneous,Business Services
SKYS,"Sky Solar Holdings, Ltd.",1.48,$77.62M,Public Utilities,Electric Utilities: Central
SKLN,Skyline Medical Inc.,1.33,$8.36M,Health Care,Industrial Specialties
SKYW,"SkyWest, Inc.",50,$2.59B,Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",109.73,$20.1B,Technology,Semiconductors
SNBR,Sleep Number Corporation,35.2,$1.4B,Consumer Durables,Home Furnishings
SLM,SLM Corporation,10.6,$4.58B,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,69.38,$277.52M,Finance,Finance: Consumer Services
RNSC,Small Cap US Equity Select ETF,21.25,$2.13M,n/a,n/a
SGH,"SMART Global Holdings, Inc.",36.2,$788.3M,Technology,Semiconductors
SND,"Smart Sand, Inc.",8.03,$324.36M,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMBK,"SmartFinancial, Inc.",21.72,$241.74M,Finance,Major Banks
SMSI,"Smith Micro Software, Inc.",2,$28.59M,Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,1.64,$27.59M,Technology,Electrical Products
LNCE,"Snyder&#39;s-Lance, Inc.",36.59,$3.57B,Consumer Non-Durables,Specialty Foods
SRAX,"Social Reality, Inc.",7.69,$66.71M,Technology,Advertising
SCKT,"Socket Mobile, Inc.",3.57,$25.03M,Technology,Computer Manufacturing
SODA,SodaStream International Ltd.,66.52,$1.44B,Consumer Durables,Consumer Electronics/Appliances
SOHU,Sohu.com Inc.,52.4,$2.04B,Technology,EDP Services
SLRC,Solar Capital Ltd.,22.02,$930.58M,n/a,n/a
SUNS,Solar Senior Capital Ltd.,18.24,$292.47M,n/a,n/a
SEDG,"SolarEdge Technologies, Inc.",39.675,$1.71B,Technology,Semiconductors
SLNO,"Soleno Therapeutics, Inc.",1.49,$14.9M,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLNOW,"Soleno Therapeutics, Inc.",0.13,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNGX,"Soligenix, Inc.",2.16,$18.86M,Health Care,Major Pharmaceuticals
SNGXW,"Soligenix, Inc.",0.75,n/a,Health Care,Major Pharmaceuticals
SONC,Sonic Corp.,24.82,$999.02M,Consumer Services,Restaurants
SOFO,"Sonic Foundry, Inc.",3.21,$14.31M,Technology,Radio And Television Broadcasting And Communications Equipment
SNOA,"Sonoma Pharmaceuticals, Inc.",5.13,$22.18M,Health Care,Major Pharmaceuticals
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.3781,n/a,Health Care,Major Pharmaceuticals
SONS,"Sonus Networks, Inc.",7.82,$391.56M,Technology,EDP Services
SPHS,"Sophiris Bio, Inc.",2.14,$64.44M,n/a,n/a
SORL,"SORL Auto Parts, Inc.",6.51,$125.68M,Capital Goods,Auto Parts:O.E.M.
ROKA,"Sorrento Tech, Inc.",1.1197,$5.61M,Capital Goods,Biotechnology: Laboratory Analytical Instruments
SRNE,"Sorrento Therapeutics, Inc.",2.3,$182.44M,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,6.82,$94.28M,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,25.49,n/a,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,25.3557,n/a,Consumer Services,Real Estate Investment Trusts
SFBC,"Sound Financial Bancorp, Inc.",33.3,$83.58M,Finance,Savings Institutions
SSB,South State Corporation,87.7,$2.57B,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",41.45,$303.38M,Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",39,$335.06M,Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",16.64,$397.97M,Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",34.35,$1.01B,Finance,Major Banks
SP,SP Plus Corporation,38.7,$871.55M,Consumer Services,Rental/Leasing Companies
SGRP,"SPAR Group, Inc.",1.3295,$27.36M,Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",12.15,$420.76M,Public Utilities,Power Generation
SPKEP,"Spark Energy, Inc.",26.6903,n/a,Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",74.11,$2.74B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,"Spartan Motors, Inc.",15.05,$528.3M,Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,22.55,$833.71M,Consumer Non-Durables,Food Distributors
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,25.78,$105.7M,n/a,n/a
SPPI,"Spectrum Pharmaceuticals, Inc.",19.83,$2B,Health Care,Major Pharmaceuticals
SPRO,"Spero Therapeutics, Inc.",13.9,$63.96M,Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,2.91,$19.49M,Technology,EDP Services
SPEX,Spherix Incorporated,1.44,$8.98M,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",1.18,$85.56M,Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",38.17,$2.65B,Transportation,Air Freight/Delivery Services
SPLK,Splunk Inc.,84.07,$11.77B,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",18.45,$368.69M,Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",4.61,$196.29M,Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",15.03,$194.65M,Health Care,Major Pharmaceuticals
FUND,"Sprott Focus Trust, Inc.",7.98,$198.51M,Consumer Services,Miscellaneous
SFM,"Sprouts Farmers Market, Inc.",21.76,$2.9B,Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",50.355,$867.33M,Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",40.89,$8.42B,Technology,Computer Software: Prepackaged Software
SSRM,SSR Mining Inc.,8.59,$1.03B,Basic Industries,Precious Metals
STAA,STAAR Surgical Company,16.25,$668.92M,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",0.7,$13.55M,Technology,Professional Services
STMP,Stamps.com Inc.,176.65,$3.09B,Miscellaneous,Business Services
STLY,"Stanley Furniture Company, Inc.",0.873,$13.17M,Consumer Durables,Home Furnishings
SBLK,Star Bulk Carriers Corp.,9.75,$618.3M,Transportation,Marine Transportation
SBLKL,Star Bulk Carriers Corp.,25.03,n/a,Transportation,Marine Transportation
SBLKZ,Star Bulk Carriers Corp.,24.9,n/a,Transportation,Marine Transportation
SBUX,Starbucks Corporation,56.8,$80.82B,Consumer Services,Restaurants
STFC,State Auto Financial Corporation,26.92,$1.14B,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,29.35,$1.14B,Finance,Major Banks
STDY,SteadyMed Ltd.,3.1,$82.32M,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",4.08,$162.63M,Transportation,Marine Transportation
STLD,"Steel Dynamics, Inc.",37.49,$8.88B,Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",1.1,$52.71M,Consumer Services,Clothing/Shoe/Accessory Stores
STLR,Stellar Acquisition III Inc.,10.2299,$92.17M,Finance,Business Services
STLRU,Stellar Acquisition III Inc.,10.52,n/a,Finance,Business Services
STLRW,Stellar Acquisition III Inc.,0.4,n/a,Finance,Business Services
SBOT,"Stellar Biotechnologies, Inc.",1.1001,$11.57M,Health Care,Major Pharmaceuticals
STML,"Stemline Therapeutics, Inc.",14.45,$365.4M,Health Care,Major Pharmaceuticals
SRCL,"Stericycle, Inc.",63.05,$5.38B,Basic Industries,Environmental Services
SRCLP,"Stericycle, Inc.",50.94,n/a,Basic Industries,Environmental Services
SBT,"Sterling Bancorp, Inc.",12.82,$678.99M,Finance,Savings Institutions
STRL,Sterling Construction Company Inc,17.35,$469.34M,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",39.75,$2.35B,Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,9.45,$81.7M,Finance,Major Banks
SFIX,"Stitch Fix, Inc.",18.62,$1.78B,Consumer Services,Catalog/Specialty Distribution
SYBT,"Stock Yards Bancorp, Inc.",38.05,$862.62M,Finance,Major Banks
BANX,StoneCastle Financial Corp,20.29,$132.74M,n/a,n/a
SSKN,"Strata Skin Sciences, Inc.",1.41,$5.75M,Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",22.15,$1.18B,Technology,Computer peripheral equipment
STRT,Strattec Security Corporation,45.55,$167.23M,Capital Goods,Auto Parts:O.E.M.
STRS,Stratus Properties Inc.,29.15,$237.09M,Consumer Services,Homebuilding
STRA,"Strayer Education, Inc.",95.02,$1.02B,Consumer Services,Other Consumer Services
STRM,"Streamline Health Solutions, Inc.",1.32,$26.39M,Technology,EDP Services
SBBP,Strongbridge Biopharma plc,6.8,$270.72M,Health Care,Major Pharmaceuticals
STB,Student Transportation Inc,5.82,$552.21M,Transportation,Other Transportation
SCMP,"Sucampo Pharmaceuticals, Inc.",10.55,$492.02M,Health Care,Major Pharmaceuticals
SUMR,"Summer Infant, Inc.",1.56,$29.04M,Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",26.43,$328.48M,Finance,Major Banks
SSBI,Summit State Bank,12.65,$76.42M,n/a,n/a
SMMT,Summit Therapeutics plc,11.65,$163.84M,Health Care,Major Pharmaceuticals
SNBC,"Sun Bancorp, Inc.",24.85,$474.55M,Finance,Commercial Banks
SNHY,Sun Hydraulics Corporation,60.42,$1.64B,Capital Goods,Metal Fabrications
SNDE,Sundance Energy Australia Limited,5.68,$71.18M,Energy,Oil & Gas Production
SNSS,"Sunesis Pharmaceuticals, Inc.",2.96,$101.38M,Health Care,Major Pharmaceuticals
STKL,"SunOpta, Inc.",7.55,$654.42M,Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,8.06,$1.12B,Technology,Semiconductors
RUN,Sunrun Inc.,5.93,$633.25M,Capital Goods,Industrial Specialties
SBCP,"Sunshine Bancorp, Inc.",22.96,$184.29M,Finance,Savings Institutions
SUNW,"Sunworks, Inc.",0.9687,$21.75M,Public Utilities,Telecommunications Equipment
SMCI,"Super Micro Computer, Inc.",21,$1.02B,Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",4.25,$63.49M,Technology,Semiconductors
SCON,Superconductor Technologies Inc.,1.07,$11.51M,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,"Superior Uniform Group, Inc.",24.56,$365.03M,Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",39.5,$2.02B,Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",2.4056,$45.02M,Technology,EDP Services
SGRY,"Surgery Partners, Inc.",8.55,$416.98M,Health Care,Hospital/Nursing Management
SRDX,"Surmodics, Inc.",32.55,$426.73M,Health Care,Medical/Dental Instruments
SBBX,Sussex Bancorp,25.95,$156.74M,Finance,Major Banks
SIVB,SVB Financial Group,213.1,$11.24B,Finance,Major Banks
SIVBO,SVB Financial Group,25.28,n/a,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",31.13,$1.34B,Technology,EDP Services
SYMC,Symantec Corporation,28.56,$17.71B,Technology,Computer Software: Prepackaged Software
SYNC,"Synacor, Inc.",2.525,$97.68M,Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,12.85,$112.16M,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,39.51,$1.34B,Technology,Semiconductors
SNCR,"Synchronoss Technologies, Inc.",11.145,$529.55M,Technology,EDP Services
SNDX,"Syndax Pharmaceuticals, Inc.",8.2,$200M,Health Care,Major Pharmaceuticals
SGYP,"Synergy Pharmaceuticals, Inc.",1.89,$425.16M,Health Care,Major Pharmaceuticals
SYBX,"Synlogic, Inc.",9.85,$160.41M,n/a,n/a
SNPS,"Synopsys, Inc.",90.15,$13.54B,Technology,Computer Software: Prepackaged Software
SYNT,"Syntel, Inc.",25.18,$2.09B,Technology,EDP Services
SYMX,"Synthesis Energy Systems, Inc.",0.387,$33.88M,Basic Industries,Major Chemicals
SYPR,"Sypris Solutions, Inc.",1.49,$31.92M,Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",13.75,$361.58M,Health Care,Major Pharmaceuticals
TROW,"T. Rowe Price Group, Inc.",97.9,$23.72B,Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",4.3,$154.05M,Health Care,Medical/Dental Instruments
TRHC,"Tabula Rasa HealthCare, Inc.",36.43,$650.24M,Miscellaneous,Business Services
TCMD,"Tactile Systems Technology, Inc.",27.83,$492.64M,Health Care,Medical/Dental Instruments
TAIT,Taitron Components Incorporated,1.71,$9.53M,Consumer Non-Durables,Electronic Components
TTWO,"Take-Two Interactive Software, Inc.",117.87,$13.44B,Technology,Computer Software: Prepackaged Software
TLND,Talend S.A.,42.71,$1.24B,Technology,Computer Software: Prepackaged Software
TNDM,"Tandem Diabetes Care, Inc.",2.71,$27.42M,Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",7.55,$70M,Consumer Non-Durables,Apparel
TANH,Tantech Holdings Ltd.,3.05,$81.78M,Basic Industries,Major Chemicals
TPIV,TapImmune Inc.,2.77,$28.14M,Health Care,Major Pharmaceuticals
TEDU,"Tarena International, Inc.",13.14,$744.49M,Consumer Services,Other Consumer Services
TATT,TAT Technologies Ltd.,10.45,$92.46M,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",13.4,$46.3M,Capital Goods,Industrial Machinery/Components
CGBD,"TCG BDC, Inc.",18.62,$1.16B,n/a,n/a
TCPC,TCP Capital Corp.,16.185,$951.55M,n/a,n/a
AMTD,TD Ameritrade Holding Corporation,49.12,$27.76B,Finance,Investment Bankers/Brokers/Service
PETZ,"TDH Holdings, Inc.",9.12,$84.13M,Consumer Non-Durables,Packaged Foods
TECD,Tech Data Corporation,92.43,$3.53B,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,4.2012,$7.73M,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",13.54,$373.67M,Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,7.12,$243.84M,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,2.43,$60.08M,Capital Goods,Industrial Machinery/Components
TNAV,"Telenav, Inc.",5.15,$228.21M,Capital Goods,Industrial Machinery/Components
TTEC,"TeleTech Holdings, Inc.",41.35,$1.9B,Technology,Professional Services
TLGT,"Teligent, Inc.",3.85,$205.59M,Health Care,Major Pharmaceuticals
TELL,Tellurian Inc.,12.07,$2.57B,Energy,Oil & Gas Production
TENX,"Tenax Therapeutics, Inc.",0.42,$11.86M,Health Care,Biotechnology: Commercial Physical & Biological Resarch
GLBL,"TerraForm Global, Inc.",4.85,$841.2M,Public Utilities,Electric Utilities: Central
TERP,"TerraForm Power, Inc.",12.96,$1.92B,Public Utilities,Electric Utilities: Central
TBNK,Territorial Bancorp Inc.,31.59,$312.13M,Finance,Savings Institutions
TSRO,"TESARO, Inc.",83.49,$4.54B,Health Care,Major Pharmaceuticals
TESO,Tesco Corporation,3.9,$182.35M,Energy,Metal Fabrications
TSLA,"Tesla, Inc. ",315.55,$53.03B,Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,17.85,$149.55M,Consumer Non-Durables,Electronic Components
TTEK,"Tetra Tech, Inc.",50.7,$2.83B,Consumer Services,Military/Government/Technical
TTPH,"Tetraphase Pharmaceuticals, Inc.",6.76,$347.56M,Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",81.75,$4.06B,Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",25.51,n/a,Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",25.81,$154.86M,Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",71,n/a,Finance,Major Banks
TXN,Texas Instruments Incorporated,99.3,$97.87B,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",48.56,$3.45B,Consumer Services,Restaurants
TFSL,TFS Financial Corporation,15.14,$4.26B,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",7.65,$540.49M,Health Care,Major Pharmaceuticals
ANDE,"The Andersons, Inc.",30.6,$869.04M,Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",9.78,$546.31M,Finance,Major Banks
BPRN,The Bank of Princeton,32.9,n/a,n/a,n/a
CG,The Carlyle Group L.P.,21.05,$7.04B,Finance,Investment Managers
TCGP,The Carlyle Group L.P.,25.36,n/a,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,44.83,$2.05B,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",19.55,$519.33M,Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,36.5,$169.71M,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,31,$2.38B,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",3.95,$63.76M,Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",24.7,$1.26B,Health Care,Hospital/Nursing Management
XONE,The ExOne Company,11.69,$188.89M,Capital Goods,Industrial Machinery/Components
FINL,"The Finish Line, Inc.",10.12,$406.76M,Consumer Services,Clothing/Shoe/Accessory Stores
FBMS,"The First Bancshares, Inc.",32.5,$363.75M,Finance,Major Banks
FLIC,The First of Long Island Corporation,29.1,$716.77M,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,30.68,$7.56B,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",9.05,$235.53M,Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",16.13,$462.23M,Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",40.68,$4.22B,Consumer Non-Durables,Packaged Foods
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",7.01,$43M,n/a,n/a
INTG,The Intergroup Corporation,23.7707,$56.09M,Consumer Services,Building operators
JYNT,The Joint Corp.,5.36,$72.46M,Miscellaneous,Multi-Sector Companies
KEYW,The KEYW Holding Corporation,5.22,$259.93M,Technology,EDP Services
KHC,The Kraft Heinz Company,79.75,$97.17B,Consumer Non-Durables,Packaged Foods
OLD,The Long-Term Care ETF,24.893,$2.49M,n/a,n/a
MSG,The Madison Square Garden Company,214.98,$5.07B,Consumer Services,Services-Misc. Amusement & Recreation
MDCO,The Medicines Company,30.94,$2.26B,Health Care,Major Pharmaceuticals
MEET,"The Meet Group, Inc.",2.69,$193.16M,Consumer Services,Advertising
MIK,"The Michaels Companies, Inc.",18.54,$3.36B,Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,118.04,$6.6B,Technology,Industrial Machinery/Components
NAVG,"The Navigators Group, Inc.",50.8,$1.5B,Finance,Property-Casualty Insurers
SLIM,The Obesity ETF,29.54,$2.95M,n/a,n/a
STKS,"The ONE Group Hospitality, Inc.",2.03,$51.33M,Consumer Services,Restaurants
ORG,The Organics ETF,33.0737,n/a,n/a,n/a
PCLN,The Priceline Group Inc. ,1758.42,$85.76B,Miscellaneous,Business Services
PRSC,The Providence Service Corporation,56.93,$757.48M,Consumer Services,Transportation Services
RMR,The RMR Group Inc.,60.15,$1.87B,Consumer Services,Professional Services
SMPL,The Simply Good Foods Company,12.67,$894.28M,Consumer Non-Durables,Packaged Foods
SMPLW,The Simply Good Foods Company,2.77,n/a,Consumer Non-Durables,Packaged Foods
TSG,The Stars Group Inc.,22.6,$3.33B,Technology,"Computer Software: Programming, Data Processing"
TTD,"The Trade Desk, Inc.",51.19,$2.1B,Technology,"Computer Software: Programming, Data Processing"
ULTI,"The Ultimate Software Group, Inc.",198.34,$5.93B,Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,35.6,$457.83M,Public Utilities,Water Supply
NCTY,The9 Limited,0.7401,$17.7M,Miscellaneous,Business Services
TXMD,"TherapeuticsMD, Inc.",5.99,$1.3B,Health Care,Major Pharmaceuticals
TRPX,Therapix Biosciences Ltd.,5.44,$18.82M,Health Care,Major Pharmaceuticals
TBPH,"Theravance Biopharma, Inc.",28.45,$1.54B,Health Care,Major Pharmaceuticals
TST,"TheStreet, Inc.",1.45,$71.07M,Consumer Services,Newspapers/Magazines
TCRD,"THL Credit, Inc.",9.61,$313.99M,n/a,n/a
TICC,TICC Capital Corp.,6.3,$324.32M,n/a,n/a
TICCL,TICC Capital Corp.,25.695,n/a,n/a,n/a
TIG,TiGenix,22.43,$123.05B,Health Care,Major Pharmaceuticals
TTS,"Tile Shop Hldgs, Inc.",8.625,$449.86M,Consumer Services,Home Furnishings
TIL,Till Capital Ltd.,4.8,$16.08M,Finance,Property-Casualty Insurers
TSBK,"Timberland Bancorp, Inc.",28.07,$206.63M,Finance,Banks
TNTR,"Tintri, Inc.",5.63,$176.35M,Technology,EDP Services
TIPT,Tiptree Inc.,6.75,$255.52M,Finance,Property-Casualty Insurers
TITN,Titan Machinery Inc.,16.13,$355.36M,Consumer Services,Other Specialty Stores
TTNP,"Titan Pharmaceuticals, Inc.",1.55,$32.87M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,"Tivity Health, Inc.",35.1,$1.39B,Health Care,Hospital/Nursing Management
TIVO,TiVo Corporation,18.45,$2.25B,Miscellaneous,Multi-Sector Companies
TMUS,"T-Mobile US, Inc.",61.68,$51.32B,Public Utilities,Telecommunications Equipment
TMUSP,"T-Mobile US, Inc.",100.13,n/a,Public Utilities,Telecommunications Equipment
TOCA,Tocagen Inc.,10.335,$204.73M,Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,4.46,$34.92M,Health Care,Major Pharmaceuticals
